level_0,index,News,clean_news
44173,44241, markets,markets
882,887, misusing mandate given to them: Cong,misusing mandate given them: cong
199472,199642, 3-fold rise in bus operations at ISBTs,3-fold rise bus operations isbts
135084,135206," ""How long should you wait to have a second child? What's the ideal age gap?""","""how long should you wait have second child? what's the ideal age gap?"""
94672,94776, South Korea,south korea
122158,122276, 'Hyd startup Incnut raises $4 million from RPSG Ventures,'hyd startup incnut raises million from rpsg ventures
124488,124607, 'Incessant rain damages houses,'incessant rain damages houses
197286,197455," ""Court can't review own judgement once signed: HC""","""court can't review own judgement once signed: hc"""
31339,31391, 'Adani Vidya Mandirs win Samagra Shiksha awards,'adani vidya mandirs win samagra shiksha awards
172599,172748, Swati Singh in Gorakhpur,swati singh gorakhpur
114696,114812, her sister in Delhi,her sister delhi
108737,108850, core to remain shut,core remain shut
45931,46000," 'Sara Ali Khan looks absolutely pretty in a printed cotton salwar suit as she shares ""Banaras ki galliyo se"" short vlog on her Instagram","'sara ali khan looks absolutely pretty printed cotton salwar suit she shares ""banaras galliyo se"" short vlog her instagram"
118833,118951, spike in Covid-19 cases in Barmer,spike covid-19 cases barmer
25798,25844, 'Kamya Panjabi: I wanted my wedding to be an intimate affair,'kamya panjabi: wanted wedding intimate affair
129627,129747, less buyers for sacrificial animals,less buyers for sacrificial animals
125282,125401, aid return filing’,aid return filing’
64187,64274, 'Summer break may be from April 15-May 15 in Chandigarh schools,'summer break may from april 15-may chandigarh schools
75387,75480, 'Rajasthan: Congress MLA bats for liquor shops,'rajasthan: congress mla bats for liquor shops
104201,104311, fuel prices at 21-month high,fuel prices 21-month high
85190,85287, tally rises to 26,tally rises
93013,93116, managers,managers
136221,136343, stop child marriage,stop child marriage
171171,171319," ""Lucknow: Son of Mayawati's key aide and BSP MLA joins BJP""","""lucknow: son mayawati's key aide and bsp mla joins bjp"""
209341,209519, says DCP,says dcp
4294,4309, 'Rajkot doctor,'rajkot doctor
123027,123145, '560 cases of protocol breaches in Ahmedabad,'560 cases protocol breaches ahmedabad
185005,185166, 'Drive against non-insured vehicles gains momentum,'drive against non-insured vehicles gains momentum
154377,154513, threatens Ajmer builder,threatens ajmer builder
198336,198506, 'Father-son duo held for celebratory firing during Diwali,'father-son duo held for celebratory firing during diwali
210023,210202, 'Junagadh SP to hold addl charge of Gir-Somnath,'junagadh hold addl charge gir-somnath
178600,178753, 'Priya Anand to romance Puneeth Rajkumar once again in James,'priya anand romance puneeth rajkumar once again james
66397,66485, workers test positive,workers test positive
211208,211387, 'Delay in service: Bank told to release 6 lakh education loan subsidy and 30,'delay service: bank told release lakh education loan subsidy and
41747,41815," ""Coronavirus scare clips 'Wings India 2020' to solely business event""","""coronavirus scare clips 'wings india 2020' solely business event"""
173802,173951, 'Abu Dhabi fund to infuse Rs 5,'abu dhabi fund infuse
123430,123548, '3kg gold seized at Cial,'3kg gold seized cial
178156,178309, 'Input credit tax scam: GST officials demanded Rs 5 crore bribe,'input credit tax scam: gst officials demanded crore bribe
128101,128220, 'Indian Army clerk,'indian army clerk
71195,71285, R G Kar Hospital backyard under scanner,kar hospital backyard under scanner
194108,194274, mapped in WB-funded project,mapped wb-funded project
213416,213597, Rajasthan reports over 31% fall in active cases,rajasthan reports over 31% fall active cases
78662,78757, non-essential stores remain shut to ‘avoid risk’,non-essential stores remain shut ‘avoid risk’
196367,196534, 'Government to guarantee loans for all companies in 26 stressed sectors,'government guarantee loans for all companies stressed sectors
56776,56858, '32 foreigners,'32 foreigners
5150,5168, 'VMC data reveals decrease in Vadodara’s infant mortality in 2019,'vmc data reveals decrease vadodara’s infant mortality 2019
100645,100752, 'Army man ends life in Kota after lover gets engaged,'army man ends life kota after lover gets engaged
22712,22752, 'Role reversal: Students turn HM for reciting multiplication tables,'role reversal: students turn for reciting multiplication tables
175465,175616, 'Demand for remdesivir on the rise,'demand for remdesivir the rise
143891,144018, 'Court asks top cops to guide PSI,'court asks top cops guide psi
210229,210408, 'UP youth who works as farm labourer wins Rs 50 lakh at popular game show,'up youth who works farm labourer wins lakh popular game show
122005,122123, 'Man asphyxiates wife to death,'man asphyxiates wife death
222374,222564, 'Three cops suspended for crowded ‘daayro’,'three cops suspended for crowded ‘daayro’
144617,144744, 'Ahmedabad: Traffic cop held for Viramgam gang rape,'ahmedabad: traffic cop held for viramgam gang rape
38949,39012, 'Blast in a/c unit leaves three of family with burn injuries,'blast a/c unit leaves three family with burn injuries
158805,158944," ""Covid effect: West Bengal's Monglahaat to open only on Saturday nights""","""covid effect: west bengal's monglahaat open only saturday nights"""
30386,30437, 'Parking fee still illegally collected at Woraiyur temple,'parking fee still illegally collected woraiyur temple
217333,217518, 'Students with OCI card can get state quota: Karnataka HC,'students with oci card can get state quota: karnataka
78335,78430, restaurants want 6-month tax holiday in Gujarat,restaurants want 6-month tax holiday gujarat
206154,206328, NCP &amp; Cong to fight BMC poll jointly’,ncp cong fight bmc poll jointly’
21038,21077, snatchers and stalkers,snatchers and stalkers
18114,18151, 'Tamil Nadu: Water release to delta districts from Mettur stopped,'tamil nadu: water release delta districts from mettur stopped
139915,140039, 'UP: Infant youngest corona victim,'up: infant youngest corona victim
39123,39187, 'Jet ex-promoter Naresh Goyal detained by ED,'jet ex-promoter naresh goyal detained
179526,179679, 'Mexican challenges murder conviction,'mexican challenges murder conviction
101684,101792, 'No compromise on quality of medicines,'no compromise quality medicines
19735,19773, but fear social stigma,but fear social stigma
67958,68046, set up emergency fund,set emergency fund
181432,181585,503 fresh Covid-19 cases in state,503 fresh covid-19 cases state
179664,179817, 'Cong nominates Khachar for Limdi seat,'cong nominates khachar for limdi seat
46198,46268, '55-year-old woman trampled to death by elephant,'55-year-old woman trampled death elephant
153109,153245, 'BJP fields two candidates for Rajya Sabha seat in UP,'bjp fields two candidates for rajya sabha seat
8825,8850, 'Twin murder case: Rajasthan Cops wait for FSL fingerprint report,'twin murder case: rajasthan cops wait for fsl fingerprint report
75806,75899, 'US Nagar district hosp to get 500-bed ward soon,'us nagar district hosp get 500-bed ward soon
4136,4150, 'Gagannauts can choose from biryani,'gagannauts can choose from biryani
185856,186017, 'US sees highest number of new Covid-19 cases in past two days,'us sees highest number new covid-19 cases past two days
14225,14257, 'Dancing to Bhangra beats at this do in Lucknow,'dancing bhangra beats this lucknow
117018,117134, 'Punjab says will hold exams of medical education courses,'punjab says will hold exams medical education courses
134730,134852, 'Markets in KCB to be open 4 days a week,'markets kcb open days week
199939,200110, 'Bihar won,'bihar won
16948,16984, 'Doon station likely to be operational from Feb 8,'doon station likely operational from feb
120852,120970, 'AP: Nellore girl kills herself leaving mysterious selfie clip behind,'ap: nellore girl kills herself leaving mysterious selfie clip behind
137935,138058, '‘49,'‘49
176487,176638, 'Kolkata: Boy injured in ear as teacher slaps him,'kolkata: boy injured ear teacher slaps him
71588,71678, 'Eye clinic compounder strangulate former colleague,'eye clinic compounder strangulate former colleague
63307,63394, 'Man offers samples,'man offers samples
122230,122348, 'Former Uttarakhand CM Harish Rawat urges government to scrap Char Dham Devasthanam Act,'former uttarakhand harish rawat urges government scrap char dham devasthanam act
88284,88385, 'Food packets for Langa Manganiyars,'food packets for langa manganiyars
164315,164458, 'Gujarat: Kin to get benefits under Mukhyamantri Yuva Swavlamban Yojana,'gujarat: kin get benefits under mukhyamantri yuva swavlamban yojana
140624,140749, 301 in 15 days,301 days
46439,46510, 'Yogi to break another jinx; first BJP CM in UP to complete 3 years,'yogi break another jinx; first bjp complete years
155299,155435, '‘Never run after money,'‘never run after money
106794,106906, 'RG Pudur cluster reports 7 of 14 new cases,'rg pudur cluster reports new cases
182429,182585, 'KAL’s e-autos exported to Nepal,'kal’s e-autos exported nepal
167445,167591, '300kg ganja seized,'300kg ganja seized
187792,187955, 'Nadda reminds CM of Cong’s ’17 pledge,'nadda reminds cong’s ’17 pledge
99795,99902, '2 Mashem schools take teaching online,mashem schools take teaching online
10402,10427, 'Suspense continues over opposition leader’s post in Karnataka assembly,'suspense continues over opposition leader’s post karnataka assembly
130869,130989, 'Section 144 imposed near Ambala air base ahead of Rafale touchdown,'section 144 imposed near ambala air base ahead rafale touchdown
14189,14221, 'CAA will not pose a threat to Sonia or Siddaramaiah’s citizenship,'caa will not pose threat sonia siddaramaiah’s citizenship
16373,16408, 'This may be Motorola’s answer to Samsung Galaxy Note series,'this may motorola’s answer samsung galaxy note series
197123,197292, two injured in blast at dhaba,two injured blast dhaba
35977,36036, 'Ahmedabad: Grandparents and grandchildren ‘adopt’ each other,'ahmedabad: grandparents and grandchildren ‘adopt’ each other
69944,70032, circus performers in dire straits,circus performers dire straits
209635,209814, 'MHA ranks Telangana’s Jammikunta police station 10th best in country,'mha ranks telangana’s jammikunta police station 10th best country
69027,69115, 'Rajkot namkeen makers face staff shortage as demand spikes 200%,'rajkot namkeen makers face staff shortage demand spikes 200%
180447,180600, 'Indore: Hundreds record video as man drowns,'indore: hundreds record video man drowns
194545,194711, 'Sovereignty,'sovereignty
194844,195010, 'Trichy: 3 railway staffers suspended for attacking two TTEs,'trichy: railway staffers suspended for attacking two ttes
107491,107603, BJP will fight Baroda bypoll together and win: Dushyant Chautala,bjp will fight baroda bypoll together and win: dushyant chautala
174992,175143, BJP to fight it out in Kahalgaon,bjp fight out kahalgaon
72178,72268, 'Stuck in Pithoragarh,'stuck pithoragarh
126109,126228,631,631
199876,200047, 'NHAI told to replant peepal tree cut off for Koderma road,'nhai told replant peepal tree cut off for koderma road
22111,22151, 'Probe into Visionary Co-operative fraud soon: CM Pramod Sawant,'probe into visionary co-operative fraud soon: pramod sawant
54615,54694,000 buses,000 buses
224307,224498, 'Terai farmers bang utensils during ‘Mann ki Baat’ to protest against new farm laws,'terai farmers bang utensils during ‘mann baat’ protest against new farm laws
114621,114737, 'Retired banker paints all verses of Hanuman Chalisa,'retired banker paints all verses hanuman chalisa
73668,73759, 'Archaeology dept to take up only pre-monsoon works,'archaeology dept take only pre-monsoon works
142129,142256, Soha Ali Khan,soha ali khan
73807,73898, 'Goan crew on Karnika appeal to CM Pramod Sawant to return home after 42 days of self-imposed quarantine,'goan crew karnika appeal pramod sawant return home after days self-imposed quarantine
95047,95151, Mysuru civic agency will auction premium sites,mysuru civic agency will auction premium sites
218346,218532, injuries due to cattle common on Madurai highways,injuries due cattle common madurai highways
188612,188775, steal PCs,steal pcs
106183,106294, 'See you in office next year,'see you office next year
205412,205586, 'Fee regulation excluded from manifesto: Parents slam TRS,'fee regulation excluded from manifesto: parents slam trs
93749,93852, 50 others booked for attacking company office,others booked for attacking company office
61937,62023, '1 more tests +ve,more tests +ve
97958,98064, 'Roads waterlogged as rain drenches Patna,'roads waterlogged rain drenches patna
25063,25107, 'CITU urges govt to not run private buses in city,'citu urges govt not run private buses city
188307,188470, 'Haryana: Woman loses Rs 12 Lakh in job fraud,'haryana: woman loses lakh job fraud
186993,187156, 'Targets set for marshals in Bengaluru south zone,'targets set for marshals bengaluru south zone
214066,214248, '11 booked on charge of murdering dalit man in Madurai,'11 booked charge murdering dalit man madurai
197516,197685, 'Ranveer Singh wears an orange kurta while Deepika Padukone decides to go with a red saree for their Diwali picture!,'ranveer singh wears orange kurta while deepika padukone decides with red saree for their diwali picture!
203369,203541, '13 virus deaths in Ahmedabad in a day,'13 virus deaths ahmedabad day
119985,120103, raise concerns over poor planning,raise concerns over poor planning
209484,209663, 'HC asks in CBI,'hc asks cbi
116692,116808, 'Construction work at Hindu temple site in Pakistan halted China’s ministry of agriculture,'construction work hindu temple site pakistan halted china’s ministry agriculture
77864,77959, full-fledged ops to start after May 17,full-fledged ops start after may
185728,185889, visa,visa
166004,166147, government yet to offer oxygen aid,government yet offer oxygen aid
62886,62973, 'Tests on high-risk contacts intensified,'tests high-risk contacts intensified
80165,80260, 'Flight for British expats to depart on May 13,'flight for british expats depart may
7296,7318, TOI speaks to six Hyderabadis about why protests are being driven by the young,toi speaks six hyderabadis about why protests are being driven the young
123235,123353, 'Maharashtra: Buy goat for Bakri Eid online; SOP out today,'maharashtra: buy goat for bakri eid online; sop out today
55022,55103, 'Beware,'beware
110833,110947, camera,camera
49321,49394, 'Andhra Pradesh CM tells officials to remain on high alert to fight coronavirus threat,'andhra pradesh tells officials remain high alert fight coronavirus threat
201102,201274,500 fresh cases,500 fresh cases
28803,28854," ""Ranveer Singh shares a BTS video of him from 65th Amazon Filmfare Awards 2020 and it's a must-watch!""","""ranveer singh shares bts video him from 65th amazon filmfare awards 2020 and it's must-watch!"""
225347,225538, I actually realised my potential as a lyric writer,actually realised potential lyric writer
218740,218926, 'Pay up or face action,'pay face action
55415,55497, 'Health hazard,'health hazard
132511,132632, 'Man commits suicide on rly track,'man commits suicide rly track
33259,33316, 'Mega dog show on February 29,'mega dog show february
180018,180171, 'Over 18k bottles of smuggled liquor for ‘Bihar election use’ seized in UP,'over 18k bottles smuggled liquor for ‘bihar election use’ seized
61726,61811, 'Docs urge Hemant to extend lockdown,'docs urge hemant extend lockdown
26335,26381, 'In Grand Canyon,'in grand canyon
72480,72570, '#BeTheRealman challenge: Tollywood heroes ace domestic chores like pros under lockdown,'#betherealman challenge: tollywood heroes ace domestic chores like pros under lockdown
209774,209953, gets Rs 1.5 crore in first month,gets 1.5 crore first month
115196,115312, 'Poll preparations: RMC to expedite pending projects,'poll preparations: rmc expedite pending projects
206456,206631, 'Asad strikes a chord with Karwan,'asad strikes chord with karwan
9803,9828, hits French wall,hits french wall
186958,187121, 'Navsari Civil Hospital surgeon detained,'navsari civil hospital surgeon detained
188979,189142, 'Delhi: Half marathon faces dual challenge of bad air,'delhi: half marathon faces dual challenge bad air
30980,31031, 'Delhi high court bar calls for strike over judge’s transfer,'delhi high court bar calls for strike over judge’s transfer
63257,63344, fish stalls to remain closed until further orders,fish stalls remain closed until further orders
16890,16926, 'Worker injured as scaffolding for solar dome collapses,'worker injured scaffolding for solar dome collapses
192594,192759, '26-yr-old falls into Ganga while performing Karwa Chauth rituals,'26-yr-old falls into ganga while performing karwa chauth rituals
206032,206206,700 MW solar power plants by 2022,700 solar power plants 2022
98295,98401, 'Pune: Roofs of schools gone with the wind,'pune: roofs schools gone with the wind
85170,85267, 'West Bengal government starts testing for lockdown-exit strategy,'west bengal government starts testing for lockdown-exit strategy
25712,25758, demand Ankita’s kin,demand ankita’s kin
135297,135419, 'Physical filing of 33 case done after HC order,'physical filing case done after order
64835,64922, 'Forest guides seek urgent help to tide over lockdown woes,'forest guides seek urgent help tide over lockdown woes
112393,112509, cops dig out booze,cops dig out booze
96189,96294, 'Social distancing absent in Kolkata wholesale hub,'social distancing absent kolkata wholesale hub
15500,15532, let poll panel reserve wards: Congress,let poll panel reserve wards: congress
82750,82845, numbers cross 600 in city,numbers cross 600 city
117496,117612, 'Covid-19: No release from quarantine sans testing,'covid-19: release from quarantine sans testing
70758,70848, 'Woman arrested for possession of arrack,'woman arrested for possession arrack
107442,107554, 'CM dedicates new RTO office in Jamnagar to public,'cm dedicates new rto office jamnagar public
167308,167454, 'Four criminals with Rs 25k reward each arrested in police encounter,'four criminals with 25k reward each arrested police encounter
217343,217528, 'Goa electricity department asks consumers to stop throwing waste near transformer centres,'goa electricity department asks consumers stop throwing waste near transformer centres
36150,36210, weavers engaged in face off over anti-dumping duty,weavers engaged face off over anti-dumping duty
26686,26732, 'He needed a miracle,'he needed miracle
93528,93631, Sebi over closures,sebi over closures
214499,214681, 'Store clerk suspended at Sanjivani for stealing sugar,'store clerk suspended sanjivani for stealing sugar
136216,136338, 'Two youth jump into canal to save woman in Telangana,'two youth jump into canal save woman telangana
82180,82275, 'Chandni Chowk project may lag further as hands in short supply,'chandni chowk project may lag further hands short supply
32527,32583, shifted to AIIMS,shifted aiims
71393,71483, 'Tender process blocks key project in Aurangabad,'tender process blocks key project aurangabad
31659,31713,888 firemen posts,888 firemen posts
98982,99089, 'Noida malls to open from Monday,'noida malls open from monday
177389,177542, 'Thousands take part in kisan rally in Birmingham to support agitating farmers in Punjab,'thousands take part kisan rally birmingham support agitating farmers punjab
20663,20702, San Francisco 49ers vs Kansas City Chiefs: When,san francisco 49ers kansas city chiefs: when
55482,55564, 'The exodus continues: On foot,'the exodus continues: foot
104203,104313, '304 fresh Covid-19 cases,'304 fresh covid-19 cases
155368,155504, 'Ahm: 6-year-old trapped in parked car,'ahm: 6-year-old trapped parked car
13629,13661, 'Over three fourths of Crisil revenue now come from global biz,'over three fourths crisil revenue now come from global biz
122958,123076, India tests 3.2L samples in a day,india tests 3.2l samples day
142391,142518, 'NTA NCHMCT JEE 2020 Admit Card released,'nta nchmct jee 2020 admit card released
62271,62357, 'Delhi lockdown: Essentials not the biggest headache,'delhi lockdown: essentials not the biggest headache
97248,97354, 'Bollywood bids an emotional farewell to filmmaker Basu Chatterjee,'bollywood bids emotional farewell filmmaker basu chatterjee
191972,192137, 'Kolkata to get 150 more beds at AMRI Dhakuria’s Annexe I to fight Covid,'kolkata get 150 more beds amri dhakuria’s annexe fight covid
68470,68558, 'GRP constable second cop to get infected in Vadodara,'grp constable second cop get infected vadodara
34729,34787, 'Five swine flu cases confirmed in Uttrakhand,'five swine flu cases confirmed uttrakhand
40463,40530, 'Uber drivers,'uber drivers
19249,19287, 'Indiabulls realty co to merge with B’luru-based Embassy,'indiabulls realty merge with b’luru-based embassy
3808,3820, 'JNU attack: Diaspora raises protest pitch,'jnu attack: diaspora raises protest pitch
184587,184748, 'Orlim meet discusses Mollem infrastructure projects,'orlim meet discusses mollem infrastructure projects
83009,83105, 50 Gujarat migrants head home,gujarat migrants head home
107381,107493," ""Father's Day: Riddhima Kapoor Sahni shares throwback pictures of late Rishi Kapoor on Instagram""","""father's day: riddhima kapoor sahni shares throwback pictures late rishi kapoor instagram"""
175982,176133, isolation is a bigger monster than the virus,isolation bigger monster than the virus
222579,222769, festivities go online,festivities online
130291,130411, 'KMRL backs out of Padmasarovaram project,'kmrl backs out padmasarovaram project
28692,28743, 'PIL on appointment of DGP dismissed,'pil appointment dgp dismissed
171410,171558, 'Atal Setu ride: Khan pays fine,'atal setu ride: khan pays fine
211626,211805, but keep the show going,but keep the show going
46905,46976, 'Air Asia,'air asia
202235,202407, 'Covid-19: Elderly likely to be included in priority vaccination list,'covid-19: elderly likely included priority vaccination list
142837,142964, 3 battling for life,battling for life
168099,168245, 'Late Chola inscriptions found in Thanjavur,'late chola inscriptions found thanjavur
189004,189167, 'Rishikesh: Over 25 rafting guides,'rishikesh: over rafting guides
145651,145779, 'Engineer falls prey to tele-phishing,'engineer falls prey tele-phishing
124267,124386, 'India hits record 6.9bn app downloads in Q2,'india hits record 6.9bn app downloads
140411,140536, 18.6 TMC storage in four lifeline dams,18.6 tmc storage four lifeline dams
132853,132974, 'Sanika skips dad’s funeral for SSC paper,'sanika skips dad’s funeral for ssc paper
79285,79380, 'UP government appoints nodal officers for Covid-19 control,'up government appoints nodal officers for covid-19 control
139775,139899, 'Rajasthan: MLAs in relaxed mood as crisis ends,'rajasthan: mlas relaxed mood crisis ends
92334,92437, 50% sewing machine industry not open,50% sewing machine industry not open
82621,82716, House panel chief B Mahtab says,house panel chief mahtab says
224006,224197, 'Noida: In a pandemic year,'noida: pandemic year
124895,125014, 'City college starts aeromodelling club,'city college starts aeromodelling club
148613,148744, 'KU to hold exams from September 10,'ku hold exams from september
128541,128660, 'Mangal Bazaar downs shutters after infected shopkeeper dies,'mangal bazaar downs shutters after infected shopkeeper dies
68990,69078, 'Pharma wholesalers screened in Mathura after medicine supplier tests Covid-19 +ve,'pharma wholesalers screened mathura after medicine supplier tests covid-19 +ve
45499,45567, 'February automobile sales down 12.4% in Gujarat,'february automobile sales down 12.4% gujarat
171506,171654, 'Bihar man held for making formula to brew spurious rum,'bihar man held for making formula brew spurious rum
206282,206456, 'Patna reports 267 new Covid-19 cases,'patna reports 267 new covid-19 cases
113472,113588, '23-year-old dies in road accident,'23-year-old dies road accident
121477,121595, Mudalagi from Monday,mudalagi from monday
192588,192753, says Adani Group,says adani group
34138,34196, 'Rs2cr to conduct exam of Class 5,'rs2cr conduct exam class
164798,164941, 'Eamcet hall tickets for AM released,'eamcet hall tickets for released
77392,77486, 221 quarantined,221 quarantined
222698,222888, BJP trade charges,bjp trade charges
204003,204176, search operation underway,search operation underway
3481,3492, over 900 birds spotted in bird counting,over 900 birds spotted bird counting
48738,48811, '3 fined Rs 1,fined
174458,174607, 'Civic body to start garbage segregation by month-end,'civic body start garbage segregation month-end
176998,177150, 'HIV-positive man calls cops before jumping to death in Vadodara,'hiv-positive man calls cops before jumping death vadodara
105758,105869, 'No end to Haryana horror: 13 die,'no end haryana horror: die
198275,198445, 'NGO pays fine,'ngo pays fine
120140,120258, '‘Who shielded Vikas Dubey?’ Priyanka Gandhi Vadra demands probe,'‘who shielded vikas dubey?’ priyanka gandhi vadra demands probe
83135,83231, 'Aurangabad: Two couples booked for anniversary celebrations on road,'aurangabad: two couples booked for anniversary celebrations road
216551,216736, 'SCB to seal shops,'scb seal shops
181043,181196, 'Pranitha Subhash: The locals in Kullu are upbeat about some activity around them since the pandemic,'pranitha subhash: the locals kullu are upbeat about some activity around them since the pandemic
41236,41303, 'Three women cycle across 3 countries in 30 days,'three women cycle across countries days
170161,170309, 'Social media users swamped with online ads ahead of polls,'social media users swamped with online ads ahead polls
3711,3723, 'Filmmaker Anil Ravipudi blessed with a baby boy,'filmmaker anil ravipudi blessed with baby boy
32863,32919, 'After 45,'after
216891,217076, 'Buddha museum,'buddha museum
126149,126268, 'Record 29 cases in a day in Chanda district,'record cases day chanda district
219840,220028, 'Kolkata: Crooks take e-portal route to dupe sellers,'kolkata: crooks take e-portal route dupe sellers
65321,65408, bats for compulsory masks,bats for compulsory masks
223508,223698, 'Importance of Artificial Intelligence in human life discussed,'importance artificial intelligence human life discussed
134391,134513, 'U’khand records 146 new Covid-19 cases,'u’khand records 146 new covid-19 cases
123705,123823, 'Sans bridge,'sans bridge
217847,218032, '4 held for stealing onions worth Rs 95k,held for stealing onions worth 95k
20803,20842," ""Women's college in Aurangabad declared 'mobile free zone'""","""women's college aurangabad declared 'mobile free zone'"""
46750,46821, Valpoi cancelled,valpoi cancelled
165483,165626, 'Rajasthan: Record 1,'rajasthan: record
34034,34092, 'All’s well,'all’s well
83406,83502, 'UP: Group of armed cow slaughterers attacks police team,'up: group armed cow slaughterers attacks police team
26340,26386, 'First strike: When three of AAP’s 4 won on debut,'first strike: when three aap’s won debut
211923,212103, 'Opt for virtual convocations in January,'opt for virtual convocations january
133265,133387, 'Eid Mubarak 2020: Happy Eid-ul-Adha Wishes,'eid mubarak 2020: happy eid-ul-adha wishes
200843,201014, '58 years later,'58 years later
78561,78656, 'Hyderabad: Private lab offers Covid-19 risk test,'hyderabad: private lab offers covid-19 risk test
183292,183453, 'No compromises on aviation safety around Goa airport,'no compromises aviation safety around goa airport
127122,127241, 'King Kazi mocks China in a musical kind of way,'king kazi mocks china musical kind way
171803,171951, 'After friend’s death,'after friend’s death
158029,158167, 'Chinese gambling racket’s organisers trained victim,'chinese gambling racket’s organisers trained victim
4591,4607, NTPC to sign MoU for solar park in Jaisalmer,ntpc sign mou for solar park jaisalmer
4467,4483, 'Trendy jewellery in vogue among soon-to-be brides,'trendy jewellery vogue among soon-to-be brides
174795,174946, '‘Sustainable urban devpt can help poor’,'‘sustainable urban devpt can help poor’
86677,86778, 'Maharashtra health minister orders private hospitals to set aside 80 per cent beds for Covid-19 patients,'maharashtra health minister orders private hospitals set aside per cent beds for covid-19 patients
7973,7996, 'Focus back on bringing more villages under MCC,'focus back bringing more villages under mcc
32712,32768, 'Compliance by schools low against sale of tobacco products near premises,'compliance schools low against sale tobacco products near premises
159539,159679, Delhi sees its highest jump,delhi sees its highest jump
29599,29650, 'Audience enjoy musical journey with ‘Karvaan Suron Kaa’,'audience enjoy musical journey with ‘karvaan suron kaa’
108004,108117, some manage to reach ghats for dip after eclipse,some manage reach ghats for dip after eclipse
19646,19684, 'Family of deceased,'family deceased
69511,69599, cops test positive for Covid-19,cops test positive for covid-19
3187,3198, 'Sonia must clear air if Cong with Pak,'sonia must clear air cong with pak
37897,37958, not looks,not looks
192545,192710, '1 held for possession of crackers in Bundi,held for possession crackers bundi
128931,129050, laughed with Ayushmann and learnt from Rajkummar,laughed with ayushmann and learnt from rajkummar
225090,225281, 'Veggie prices dip in Jaipur as local produce floods markets,'veggie prices dip jaipur local produce floods markets
13387,13419, 'Embassy in Bahrain rescues Hyderabad woman,'embassy bahrain rescues hyderabad woman
30756,30807, 'Kolkata: NPR a crazy,'kolkata: npr crazy
48386,48459, 'Trichy: Special flight likely for stranded passengers,'trichy: special flight likely for stranded passengers
58304,58386, 'Covid-19 lockdown: Dehradun-based social groups support the needy,'covid-19 lockdown: dehradun-based social groups support the needy
211469,211648, 'Ludhianvis take put protest in support of farmers,'ludhianvis take put protest support farmers
105614,105725, 'Lockdown lull: Distress sale of gold rises as business &amp; jobs take hit,'lockdown lull: distress sale gold rises business jobs take hit
6732,6751, 'KMC engineers go on mass leave,'kmc engineers mass leave
32602,32658, 'Administration,'administration
31039,31090, explain EV policy?,explain policy?
38092,38153, 'Make optimum use of govt land: Jagan,'make optimum use govt land: jagan
28228,28276, 'Once lost in translation,'once lost translation
165690,165833, experts fear,experts fear
133889,134011, charged with sedition,charged with sedition
88289,88390, 'Robot to serve food to Covid-19 patients,'robot serve food covid-19 patients
109333,109446, '‘Rs 8 crore Chellanam project a waste of money’,'‘rs crore chellanam project waste money’
17857,17893, 'No action after 1st paper leak inquiry,'no action after 1st paper leak inquiry
157141,157278, 'Newly-wed couple shot dead by woman’s kin in Kashipur,'newly-wed couple shot dead woman’s kin kashipur
136245,136367, 'Hyderabad: Firms rethink on honouring placements citing Covid-19,'hyderabad: firms rethink honouring placements citing covid-19
134987,135109, 'Delhi: Post-Covid complications leave some short of breath,'delhi: post-covid complications leave some short breath
110692,110806, '5 PG doctors from KMC on Covid duty test +ve,doctors from kmc covid duty test +ve
122628,122746, 'Coastal districts report minor spike in cases after Monday’s fall,'coastal districts report minor spike cases after monday’s fall
48306,48379, 'Covid-19 scare in Pune: Diocese of Poona suspends Holy Mass and worship,'covid-19 scare pune: diocese poona suspends holy mass and worship
219754,219942, 'Haryana: BJP leaders,'haryana: bjp leaders
27688,27736, 'Black leopard found dead in Kotagiri,'black leopard found dead kotagiri
192803,192968, may rise after 3 days,may rise after days
41302,41369, '40-year-old woman’s body found in Attapur,'40-year-old woman’s body found attapur
18167,18204, 'Hotelier held in attempt to murder,'hotelier held attempt murder
216802,216987, 'Reinstate Sharat as Mysuru DC by Dec 22: CAT,'reinstate sharat mysuru dec 22: cat
135141,135263, Ronu Majumdar to perform for virtual Janmashtami celebrations,ronu majumdar perform for virtual janmashtami celebrations
200283,200454, '‘BJP working to form govt in Tamil Nadu in next 10 years’,'‘bjp working form govt tamil nadu next years’
200682,200853," ""Airlines &amp; airports get ready for 'Operation Covid Vaccine'""","""airlines airports get ready for 'operation covid vaccine'"""
149179,149311, 'Dedicated shelter opens doors for homeless transpersons in Kolkata,'dedicated shelter opens doors for homeless transpersons kolkata
185866,186027, 'Mumbai: UP man held for Rs 97 lakh bank fraud,'mumbai: man held for lakh bank fraud
109604,109717, 'Delhi: Lok Nayak Hospital gets nod for plasma therapy on 200 patients,'delhi: lok nayak hospital gets nod for plasma therapy 200 patients
101121,101228, 'Govt justifies visa denial to members of US body,'govt justifies visa denial members body
79304,79399, 'Forces deal body blow to Hizb in terror’s choicest season,'forces deal body blow hizb terror’s choicest season
122152,122270, 'Alarming increase in number of cases in southern districts,'alarming increase number cases southern districts
40142,40208, 'Textile park to come up at Karkala,'textile park come karkala
91825,91927, 'From infant to senior citizens,'from infant senior citizens
87436,87537, HC tells MHA,tells mha
32890,32946, '15 yrs on,'15 yrs
